,Tweets,Dates
784,"まぁ別に私がもしチケット取れてたら会場にインフル予備軍がいようが結核患者がいようが行くけどな

SARSだったらちょっと考える。どうせ死なないし、私が感染して死ぬだけなら別にどうでもいいしな
むしろ結核で死ぬなら沖田くんと同じ死因になれるので喜んでかかりにいく(阿呆)",2020-01-16
785,https://t.co/7Nn9NNnCew https://t.co/7Nn9NNnCew,2020-01-16
786,Een man uit Japan raakte in de Chinese stad Wuhan besmet met een nieuw virus dat overeenkomsten heeft met het sars-… https://t.co/1fGX8JKJbX,2020-01-16
787,@tbs_news 研究によると、コウモリはsarsの元宿主かもしれない。,2020-01-16
788,@Kinglamarr___ Nor let Sars see you with iPhone 📱 ooo you dey smart now,2020-01-16
789,"中国 武漢の肺炎 国内で初確認 武漢に渡航した男性から 厚労省
2020年1月16日 13時37分　ＮＨＫニュース https://t.co/235YHoKUqP
https://t.co/b0399paLky

；ＳＡＲＳ新型肺… https://t.co/T2gdIYuPMG",2020-01-16
790,@pure_haine Sars https://t.co/4UU5S0eXTy,2020-01-16
791,@DattuwaMeera UAWC to the street,2020-01-16
792,"Japan confirms first case of new SARS-like virus in traveler

Local makers of masks and other healthcare-related pr… https://t.co/NeBp9K83zK",2020-01-16
793,武漢「不明原因肺炎」排除SARS，2003年後中國建立了怎樣的監測體系？｜端傳媒 Initium Media https://t.co/49JdYdsdGl,2020-01-16
794,@ss04711274 SARSみたいに殺傷能力や感染力はそこまで強くないからセーフ（願望）,2020-01-16
795,"Virus Mengerikan Mirip SARS Mulai Menyebar di Jepang, Asalnya China https://t.co/VSSWIyJDbD",2020-01-16
796,"@erigganewmoney Breaking news
The SARS oga don get debit alert of 3milli this morning",2020-01-16
797,"そろそろ春節で帰省ラッシュも始まるのに #新型コロナウイルス感染症 の感染拡大が心配。

SARS感染者が1名が発見された時の日本はパニックだったね(ワイドショー中心に騒ぎすぎの感も)。
メキシコで豚インフルが流行した時(2009… https://t.co/b7EsCWvX0J",2020-01-16
798,"かつてSARSってのもあったけど、あれも一体なんだったんだろう？
 #サキドリちゃん",2020-01-16
799,"@md90cmcarp そうなんですね。🥺
SARSといい、インフルといい
この時期は怖いです😭

この前もカウンター前で嘔吐される方などもいて…
いつ自分に来るかとドキドキしてます",2020-01-16
800,"#perşembe “Fazla anlam yüklemeyin dünyaya,Yarısı şükür, yarısı sabır, yarısı teselli, yarısı kahır...",2020-01-16
801,"@Blkbro @Moneyweb There's ways to make SARS angry, for eg: if investment is under a trust, deductions of expenses,… https://t.co/sRnFn4Ebmp",2020-01-16
802,"@IceTwitts Japan confirms first case of China coronavirus (SARS)

https://t.co/WLpSljaT7L #coronavirus #sars #japan… https://t.co/M8guPkxSjf",2020-01-16
803,@GTMutize @SantiagoC Have you heard of SARS?,2020-01-16
804,@sarstax @sarstax Hi SARS customs. I am stuck at the Groblers Bridge border since morning. 20368933GRB2020011512056… https://t.co/sk1UxXVINI,2020-01-16
805,果然是 SARS... 剛好過年，這下麻煩了。 https://t.co/8e8WwT2Mrv,2020-01-16
806,"📝固定
アデノV:プール熱、流行性角結膜炎
りんご病:ヒトパルボV
急性灰白髄炎:ポリオV
重症急性呼吸器S:SARSコロナV
中東呼吸器S:MERSコロナV
あとインフル機序",2020-01-16
807,"How great are the LNP IPA? One of their first moves when Abbott, Morrison et al came to power was to shut down our… https://t.co/9rxhrLbF48",2020-01-16
808,@Bongani_Dlodlo @Moneyweb Sars will be laughing all the way to the bank then,2020-01-16
809,University of Queensland's School of Chemistry and Molecular Biosciences’ Kirsty Short said that while it’s possibl… https://t.co/EkU4WVWANz,2020-01-16
810,"Japan confirms first case of China coronavirus (SARS)

https://t.co/WLpSljaT7L 
.
#coronavirus #sars #japan #china… https://t.co/1ngkzwjx9I",2020-01-16
811,"SARS、鳥インフル、豚コレラ・・・ワケの分からないウィルスを次々と流行らせる国である。防疫体制もなってない国から日本へ大量に流入させるべきでは無い。入管での防疫チェックを強化せよ。

 https://t.co/dvlYRwom1f",2020-01-16
812,"14-Koronavirüs dediğim, Sars virüsü ailesi. Bu bilgiyi de vermek istedim ki durumun ciddiyetini anlayalım. Özellikl… https://t.co/kGTJeIxhbu",2020-01-16
813,"Re one case got diarrhea: do you have the source of this statement? SARS was spread by fecal contact, important to… https://t.co/J1DI6VNlA7",2020-01-16
814,"@SalleTokyo Ne brini, misle da se na japanskim svadbama pojavila obrada pesme SARS - Lutka. Nije smrtonosno ako ne… https://t.co/QkpTI3Ozgp",2020-01-16
815,"Oh boy these Sars guys jumped the fence, opened the gate from the inside and let themselves in 🤦🏽‍♂️ https://t.co/KbvnIRnX9L",2020-01-16
816,"هشدار 
جهان در معرض همه گیری یک بیماری عفونی جدید ویروسی شبه کوروناویرس است که منشا ان در چین شناسایی شده است
هشدار… https://t.co/P9zqwa6tSC",2020-01-16
817,"武漢肺炎、SARS、やっぱ中国最低だな

https://t.co/DvNGidBm7b",2020-01-16
818,"@ferialhaffajee @SAEF_ZA This twit has not a clue, possibly an EFF. I suppose he does not even know the reasons for… https://t.co/EPZujVHA4h",2020-01-16
819,SARS 2?? count me out https://t.co/KyWEVfBkGh,2020-01-16
820,"オリンピック前の春に大流行すると空港検疫始め大変なことになりかねません。SARSの流行は2003年の春で、ワールドカップの翌年でした。
中国の新型コロナウイルス、日本でも初の陽性
https://t.co/rzkJkULea7",2020-01-16
821,"How China’s Mystery Pneumonia Illness is Different From SARS 
https://t.co/Zf5yZTGxZB",2020-01-16
822,德专家：武汉“新型冠状病毒”就是SARS - 澳洲新闻网 https://t.co/nzTYgCDsAi,2020-01-16
823,"Japan Confirms First Case of New SARS-Like Virus in Traveler 
https://t.co/b4iLiSu1kN",2020-01-16
824,@erigganewmoney Them carry work run am on top the SARS oga.,2020-01-16
825,"@Given92804054 @karynmaughan @BDliveSA And the less educated public sincerely hope that the NPA, SARS, SIU and law… https://t.co/h5KD1bYaQz",2020-01-16
826,Outbreak of SARS-Like Virus Widens With First Case in Japan https://t.co/9hVpFWnoFH,2020-01-16
827,At Oke Odo buying vegetables and carrot and your hear Sars dey come! Sars dey come! Dem Eke don reach! https://t.co/5u8xjVdqiR,2020-01-16
828,New disease from China is coming. A SARS like Coronavirus.,2020-01-16
829,"Un virus similar al SARS, responsable de la misteriosa neumonía china https://t.co/rplceIjWyG vía @el_pais",2020-01-16
830,@nikki_miumiu @dalj_k Wuhan sars only transfer to HK?,2020-01-16
831,"@drannehuang @MattFrieman Animals are presumed to be a source for the cluster, yes. Civets weren't the resevoir for… https://t.co/tZFl495rDC",2020-01-16
832,В Японії поширюється спалах SARS-подібного вірусу,2020-01-16
833,"China's new SARS-like virus has spread to Japan, but we still know very little about it - CNN https://t.co/b0p9YOEsGB",2020-01-16
834,アンナチュラルのSARS回の印象が強すぎて濃厚接触ってエッチなことしたんですね？ってイメージしかない https://t.co/gHK9RdVbSP,2020-01-16
835,"@Radio702 
I want to write about a robot problem which has been off for ages and there is always heavy heavy heavy… https://t.co/7LnZzVVhhP",2020-01-16
836,"Japan reports case of mystery virus behind China outbreak: Tokyo, Japan, Jan 16 – A case of the mystery respiratory… https://t.co/gwq9kR19Ng",2020-01-16
837,But Sars no go gree 😒 https://t.co/MWnKrhqIAN,2020-01-16
838,@MackayIM @MattFrieman earlier this week read some tweet on phylogenetic of 2019-nCoV branching off from a bat 🦇CoV… https://t.co/rELAk4Wonj,2020-01-16
839,SARSのときは日本に上陸しなかった。今回はあっさり上陸した。オリンピック控えてヤバすぎる…。日本はゆるい事やってたら、蔓延して死人が出て、今度はオリンピックに来た人達に感染させて世界に拡散させてしまう…。(&gt;_&lt;),2020-01-16
840,武汉肺炎，霓虹也有首例了，不愧爱国病毒，只出国不出省，这跟SARS最开始的时候真是一毛一样（我记得最开始还各种辟谣没这么严重，最后有多严重大家都知道）接下来可以大规模报道病例的时候，只怕又已经是全国大传染的时候，17年了，真的是毫无进步啊,2020-01-16
841,"Funny how I’ve been praying against any Sars encounter since I entered this ph and 1week in Feds came knocking. 
Th… https://t.co/Bp4Cd2PqXq",2020-01-16
842,@ijebuconcept @colomental_ When you hear SARS,2020-01-16
843,Overwhelmed with gratitude.,2020-01-16
844,そう言えば、SARS流行った時、日本で感染報告無かったけど謎だよなー。,2020-01-16
845,It highly unlikely that #LordJamnandas would ever admit his corruption &amp; incompetence @Sars let alone Pillay paying… https://t.co/vCFPxnFcli,2020-01-16
846,羽田→神奈川かな経路気になる。SARS致死率9.6% スーパースプレッダー(めっちゃ感染力強い人)がいるかどうかで全然違うよね https://t.co/QzF3mQulw9,2020-01-16
847,德专家：#武汉“新型冠状病毒”就是SARS - 禁闻网 https://t.co/U2fPhrR3fx #SARS病毒 #中共官方 #人传人 #冠状病毒 #武汉 #疫情 #病毒 #肺炎,2020-01-16
848,"Guys Sars just woke my neighbor up oh. Them come dey knock my gate, me open ke.

 Na so I off music off my blunt go… https://t.co/Xv9CERblMy",2020-01-16
849,"@initiumnews 维基百科关于SARS事件的记录。历史是何等的相似
https://t.co/ixwfV0akHK",2020-01-16
850,"#최근_저장한_사진이_내_정신상태
땡깡 https://t.co/aX8gQHXPb0",2020-01-16
851,"@BorisJohnson It's the world issue. @ElizabethUKRPG

中國武漢爆發的肺炎繼傳香港、南韓、泰國；今傳日本！

水有記憶，但流動性不及人自由；人，防不勝防。

1996年英國爆發瘋牛… https://t.co/S02nNoAkha",2020-01-16
852,"Korkulan oluyor mu

Çin'in Wuhan kentinde ortaya çıkan ve yayılmasından endişe edilen 'gizemli hastalık' Hong Kong,… https://t.co/Kht3LvLGoN",2020-01-16
853,New SARS-Like Virus in China May Spread Between People in Limited Cases https://t.co/LODdB1zN3k… https://t.co/N9kUxuWdW1,2020-01-16
854,有限度的傳染力則是指，需要近距離、長時間的親密接觸，如家人、照顧者等，有較高風險染病。過去SARS和MERS都是屬於有限度的人傳人模式。//,2020-01-16
855,"@StephenMcDonell Same pattern, same response, same measure as those of SARS. No intention to solve problem but buy… https://t.co/glYgWEAAPr",2020-01-16
856,德专家：武汉“新型冠状病毒”就是SARS(图): 去年底，武汉医护界传出SARS爆发的消息，官方被迫承认疫情，但坚称是“不明肺炎”，之后又公布所谓“新型冠状病毒”。香港专家指出，该病毒基因与SARS病毒近8成相同。而德国专家日前更… https://t.co/k6KVBUliQL,2020-01-16
857,"コウモリが媒介するウイルス
・狂犬病
・SARS
・MARS
・エボラ
とかとからしい。
多い。",2020-01-16
858,"@Crypto_Bitlord Get you'r self back to safety bro.. 

https://t.co/ZN8EUii1eb",2020-01-16
859,"China's new SARS-like virus has spread to Japan, but we still know very little about it https://t.co/LMdUBFqesF",2020-01-16
860,網路傳聞指出，新型冠狀病毒和嚴重急性呼吸道症候群（SARS）是近親。疾管署檢驗及疫苗研製中心研究員劉銘燦指出，實驗室團隊經比對發現，新型冠狀病毒和蝙蝠冠狀病毒相似度高達約87.6%，SARS相似度約79%、中東呼吸症候群冠狀病毒感… https://t.co/DMf2GDrDCL,2020-01-16
861,@toshiyuki_fujii 来週日本に行く予定だけど、SARSの次は新型肺炎かよ。,2020-01-16
862,"新型肺炎患者、国内で初確認　武漢に渡航歴：日本経済新聞 https://t.co/sCEN3c0tho
今回は日本人も感染したけど、やっぱりすぐに治っちゃうのか。SARSウイルスの時は日本人に感染しない事が世界中で謎がられたけど。… https://t.co/34rJOtdk4m",2020-01-16
863,多分でないと思うけど、SARSは飛沫感染で、媒介動物はコウモリです。,2020-01-16
864,"@officialEFCC Hmmm, when will you start investigating sars and police that harass civilian any how on the street an… https://t.co/oonPXScD5p",2020-01-16
865,"#PravinGordhan
#IvanPillay
#SARS
#Corruption https://t.co/qswtwPXMrZ",2020-01-16
866,"Is that just like SARS Outbreak in 2003??

Japan confirms first case of coronavirus that has infected dozens in Chi… https://t.co/YSOpRBKTfY",2020-01-16
867,A new virus from the same family as the deadly SARS pathogen could have been spread between family members in the C… https://t.co/gFBJ0ZJYtY,2020-01-16
868,"Wow wow. Apakah ini semacam dengan SARS Outbreak yg pernah terjadi di tahun 2003, sumber virus dari Mainland China.… https://t.co/ZntSHE3wLq",2020-01-16
869,"@hamazaki2009 むかーし、SARSが流行した頃
自治体の交流として息子の所属する
劇団が北京に行ったのですが、
当局からの指示でマスク禁止！
予定の劇場は玄関が爆破され
急遽北京大学で公演

親善団体だぞ！
命がけで行… https://t.co/PducrRlK7n",2020-01-16
870,"@mozeeali @Shehla_Rashid Zeeshan kya shandar likha aap ne
Yes Sars Bharath Banega Shaheen Baagh",2020-01-16
871,@dhammygee_ @officialnairam1 As una pack for that car like that SARs no see una ?,2020-01-16
872,Is that like SARS? And from this? https://t.co/XSBBPNjpLH https://t.co/AegyMR3Pz0,2020-01-16
873,@nhk_news エイズだってエボラだって、SARSだってMARSだって、発生直後は人類滅亡の神の鉄槌みたいな言い方をして恐怖を煽る輩がたくさんいたけど、今、これらの感染病はたしかに恐い病であることには違いないが人類が決して克服… https://t.co/K9ASv7G0f6,2020-01-16
874,"China's new SARS-like virus has spread to Japan, but we still know very little about it https://t.co/MMtYzp3ww3",2020-01-16
875,Outbreak of SARS-Like Virus Widens With First Case in Japan https://t.co/sfse22XqAF,2020-01-16
876,@PoniCow SARSで新婚旅行をアメリカから北海道に変更したアカウントはこちらです (^-^),2020-01-16
877,"Un SARS más virulento pero menos mortal, ¿una posible pandemia? Solo el tiempo lo dirá. https://t.co/LdHu6SSaSC",2020-01-16
878,The coronavirus (SARS like virus) now spreading in Japan https://t.co/TfVkFhyDGB,2020-01-16
879,"@kaimayuki @livedoornews 長崎では今月から旧正月のお祝いでランタンフェスタがある💦
出来れば渡航禁止、入国制限をして欲しいのが心情です😭
SARSの時の恐怖しかない💦あの時も発表が遅くて蔓延したよね⤵️
同… https://t.co/wwshzLHW7A",2020-01-16
880,中国の新型ウイルスの件で、十数年前のSARSの時に普通に出張に言ってて、日本の方角ニュースになってて、向こうでマスクしてたら、何してんのって感じだったのが、現地でもニュースになりはじめるとマスクが現地で売り切れだから分けてくれってみんなに言われて分けたの思い出した。,2020-01-16
881,国内初の感染者（肺炎・新型コロナウイルス）。中国・武漢へ渡航後、帰国。武漢では1名死亡。新型肺炎SARS、MERSもコロナウイルス。コロナウイルスは、太陽のコロナに形が似ていることから命名された。注意しないとねー / “中国 武漢… https://t.co/gyV2Kr3Bgk,2020-01-16
882,В Японії поширюється спалах SARS-подібного вірусу https://t.co/g7aw1r2O6n,2020-01-16
883,"【本日（1/16）の「パチンコ屋の倒産を応援するブログ」）さんは】
まずは〈日本のマスゴミが報道を控えている中国の新型肺炎〉について。
〈以前のSARSに比べれば中国共産党はずいぶんと情報を出しているわけですが、日本のマスゴミの方… https://t.co/brWzYSutFE",2020-01-16
884,"新型コロナがSARSとか亜型みたいな感じだったら2類に分類されるのかなぁ
中国今は絶対言っちゃダメやなぁ",2020-01-16
885,"每次經過和平醫院，就會想到SARS時被封鎖，中國在WHA上對台灣的態度，全台草木皆兵的模樣

大概從那時起就覺得，中國決不可能會是一個對善待台灣，甚至併吞台灣後，還會善待我們的國家。",2020-01-16
886,@Gidi_Traffic @gidifeedtv This Miri Officer has entered into hot soup I trust @NGRPolice @PoliceNG @PoliceNG_CRU wi… https://t.co/1atniO7FcV,2020-01-16
887,"China's new SARS-like virus has spread to Japan, but we still know very little about it - CNN https://t.co/31OcgWeq12",2020-01-16
888,"China's new SARS-like virus has spread to Japan, but we still know very little about it - CNN https://t.co/zIeuh7I4Sn",2020-01-16
889,@webberwentzel @mailandguardian  @MGSpecialEvents  @sarstax @EdKieswetter  @tito_mboweni @TreasuryRSA @OUTASA… https://t.co/kGE3ajw5Zh,2020-01-16
890,В Японії поширюється спалах SARS-подібного вірусу https://t.co/VywwRgsC18,2020-01-16
891,"以前、SARSが流行した時期に劇場版仮面ライダー555(Φs)に登場した仮面ライダーサイガは元々仮面ライダーサイズ(Ψs)だったけど、配慮してサイガになったそうな。

信じるか信じないかはあなた次第です。

https://t.co/qCUl66dq4O",2020-01-16
892,"昔、病院で受付をしてた時
中国の方が来院した

受診記入表を渡すとわからなったようで「Iam SARS」言われ凍りついた😱

よく聞いたら帰国中にSARS が流行ったから
職場の上司に検査してこいと
言われたらしい

病院行く前に… https://t.co/ehXIhtvHKd",2020-01-16
893,@FruSun Jep. Har hørt lidt om der via diverse Morgen podcasts. Der er også en hvis bekymring for at de kinesiske my… https://t.co/nrLLfIHqHg,2020-01-16
894,@eritoya SARSの時を思い出します🥺,2020-01-16
895,Πρώτα κρούσματα του νέου ιού τύπου Sars σε Ταϊλάνδη και Ιαπωνία https://t.co/uLrBvpdIMl https://t.co/pSwzajDscw,2020-01-16
896,В Японии распространяется вспышка SARS-образного вируса https://t.co/KLN14QBPdl https://t.co/SEN8DxtPkw,2020-01-16
897,@nhk_kabun @nhk_news　SARSの時はハクビシンが媒介していると話題になったけど、中国は食肉市場の近代化をしたらいいんじゃね？と、思う次第。,2020-01-16
898,World on alert for potential spread of new SARS-like virus found in China https://t.co/DwX5ZqHgbz,2020-01-16
899,@nikki_miumiu @appledaily_hk CCP citizen should wake up... Do they want what happen to them last time SARS happen a… https://t.co/MoKc13jAmp,2020-01-16
900,"@sonkoubun @ikuyalovelovei1 豚ペスト、牛ペスト、鳥インフルエンザ、ペスト、結核、ブルセラ、SARS、武漢肺炎

すべての近隣諸国を危険にさらす
これは中国です👎🏼🇨🇳

https://t.co/SU4mcmbzdz",2020-01-16
901,SARSの時に、馬鹿みたいな水際対策とやらを（無駄と知りつつ）させられた側としては、今回もう少しましになってて欲しいと痛切に願うなり。 https://t.co/vtTFR1cGPc,2020-01-16
902,2004年くらいのSARS後の香港、ほとんどのエレベーターのボタンに分厚いビニールが被せられていて各階に消毒スプレーが設置されて『触る時は消毒してください』と書いてあった記憶。あと過剰なほどに消毒業者が巡回してたよね。,2020-01-16
903,@MackayIM @anchinya @MeckeringBoy Yes. It's a novel coronavirus with SARS-like symptoms that seems to be coming out… https://t.co/rJMmuZI40d,2020-01-16
904,"SARSの時も似た様な評価だったけどね。

おっかねぇ病原菌が発生したって言えば、大抵特亜国家発祥。

もういい加減「衛生管理」を、国際基準設けてキッチリと各国に要請したらどうなのよ？違反国には罰金加算とか。

それを国際安全保障… https://t.co/zcClbeepjh",2020-01-16
905,Mystery SARS-Like Virus Spreads To Japan | Zero Hedge https://t.co/sQgALH1taT,2020-01-16
906,Japan Confirms First Case of New SARS-Like Virus in Traveler https://t.co/y5QrRZF9wo,2020-01-16
907,"コロナウイルスが気になります。
SARSとかMERS系だったらやばいと思いましたがそこまで重度の症状ではないそうで(汗)札幌雪まつりあるし危険だね",2020-01-16
908,@LaurieLeighUSA @anchinya @MeckeringBoy The first is the syndrome; the set of symptoms. The second is the virus. SA… https://t.co/z6J2p39DbF,2020-01-16
909,@japanavi @yamato2217 これが原因で、民主化運動が衰退すると洒落にならない。SARSの時も、うがいをする日本人は罹患しなかった、というから、周りの地元住民を啓蒙されると良いかもしれません。,2020-01-16
910,2003年のSARSで被害が大きかった香港はそれを機に街中を定期的に清掃や消毒したり、公共施設に消毒液を設置したり過剰と思える程に衛生環境を改善した印象。,2020-01-16
911,"China's new SARS-like virus has spread to Japan, but we still know very little about it
https://t.co/bK6qkrUaZM",2020-01-16
912,"また中国で肺炎か
SARSも中国だったし

中国やべぇ。。。",2020-01-16
913,Hahahaha https://t.co/Ebu5t4vFKW,2020-01-16
914,@MarieKondi My gym teacher's son sat down on a pencil that broke off in his batty cheek and right as he got to the… https://t.co/tlyeKnUQJc,2020-01-16
915,"@MackayIM @anchinya @MeckeringBoy They are calling it SARS-like. I've also seen ""novel coronavirus"".",2020-01-16
916,武漢の謎の肺炎が早くも日本に影響し出したのは2003年のSARSで香港や台湾、韓国の周辺国で次々と感染者が出る中で日本は瀬戸際で何とか防疫に成功したけど、当時とは国際間の行き来も手軽になったし人の交流頻度が格段に上がっているからなかなか難しいね。,2020-01-16
917,"China's new SARS-like virus has spread to Japan, but we still know very little about it - CNN https://t.co/yPQsaj48N0",2020-01-16
918,@nobuo4 SARSの時は日本国内に入る事すら防げたのに観光立国とあの政権が言い出してから豚コレラ、新型肺炎と…。,2020-01-16
919,SARSはハクビシン由来だったか？ 今回もレア食材が原因なのかね,2020-01-16
920,@JLok56313502 @SCMPNews Researchers and public-health officials assumed that SARS was the same disease as that whic… https://t.co/zGrQkQ9pQy,2020-01-16
921,いうまでも無いことだが、使用済みのガムはタマちゃんを殺して昔はよかったなぁ。おかげでSARSの感染者も増える一方だ。,2020-01-16
922,"嫌いですね...中国政府機関何もしません...
中国人は野生動物を食べる食習慣から、2002年にSARS の流行がありました。 https://t.co/ZkDcdmUIaY",2020-01-16
923,"Random thought: 
What would happen if someone with the new sars went to a club at lkf and kissed shit tons of strangers🧐",2020-01-16
924,"コロナウイルス人間から発症したってやついるけどSARSはコウモリからハクビシンから人間
MARSはコウモリからラクダから人間
だからね
別に中国かばうわけじゃないけど何でもかんでも中国のせいにするやつ多すぎ
#新型コロナウイルス 
#グッディ",2020-01-16
925,@tbs_news SARSの時みたいにパニックになりませんように…。,2020-01-16
926,#新型コロナウィルス は、 #SARS と同じように中国の生物兵器研究所から出たものだろう。感染力はそれなりにあると思われる。入国時に自己申請ではなく、聞き取りによって武漢在住は検査すべきである。,2020-01-16
927,あれ？SARSと今話題のコロナウィルスって違う病気だよね？同じ？,2020-01-16
928,SARSとMARSはコロナウィルスの突然変異。,2020-01-16
929,@anchinya @MeckeringBoy And calling it SARS?? It's not been called SARS syndrome anywhere to my knowledge.,2020-01-16
930,"@MackayIM I’m not up do date on Coronaviruses. Is there a human vaccine against sars and mers? 

Overall, it’s inte… https://t.co/G3Ndzhpy77",2020-01-16
931,SARSでなければ大丈夫(&gt;&lt;),2020-01-16
932,"China's new SARS-like virus has spread to Japan, but we still know very little about it https://t.co/159FdY4VZk",2020-01-16
933,"春运：病毒扩散向全球的旅行：

武汉肺炎病毒基因谱公开，为蝙蝠-SARS变种，泰国现首例感染病例-----梅斯医学 · 23小时前

SARS来袭：同样的“不明原因”、“病毒性肺炎”、“新型冠状病毒”！（20200108第906期… https://t.co/xxJMYibT8u",2020-01-16
934,“新型コロナウイルス”肺炎 日本で初の陽性患者 神奈川県在住の中国国籍の30代。中国でコロナウイルス患者と共に生活し、発熱があったにも関わらず、解熱剤を飲んで日本に入国！大迷惑！テロだろ！春節を迎え、更に広がるぞ！… https://t.co/qp9sQ6YTpJ,2020-01-16
935,"@WBYeats1865 I doubt if anyone believes the zero figures in China,they got zero credibility.Looks like nothing was… https://t.co/ndMdKLNZpP",2020-01-16
936,SARSもMARSも飛沫感染するのだからね…,2020-01-16
937,"武漢の肺炎、ドイツ専門家がSARSの一種と指摘、WHOは拡散警告―米華字メディア 

実は様子を見るしか無い状況、この件に対して人類は常に受け身で有り対処が遅れる。パンデミックが起こらない事を祈るばかりだ。 https://t.co/m6neIuQgCC",2020-01-16
938,... Sardella marcia puzzolente parla ora e voi piddioti meglio stiate zitti di fronte a questo schifo. Altro che ra… https://t.co/Qh3R7NmKo6,2020-01-16
939,"China's new SARS-like virus has spread to Japan, but we still know very little about it https://t.co/o5VEaNUywW",2020-01-16
940,新型コロナウイルスについてうちの感染管理のドクターに話を聞きたくて仕事場に行きたい(:3_ヽ)_まぁでも軽快退院できてるくらいだしSARSみたいに重症化するもんでもないのか？よく分からん🤔,2020-01-16
941,@valentinowpg @Giftyelo1 @Valhalla_X0 Canadian SARS,2020-01-16
942,"「コロナウイルスは、深刻な大流行を起こしたSARS（サーズ）やMERS（マーズ）を引き起こす病原体。対処療法しかない」

新型肺炎とは？ 日本でも新型コロナウイルスが検出、予防法はあるのか。【Update】 https://t.co/SsHD4KclIU",2020-01-16
943,"Wise words from @HumeField who played a key role in the 2003 SARS outbreak response veterinary investigation, and w… https://t.co/1ZXBqqXKWM",2020-01-16
944,@iamwillsteel The monkey is a newly recruited SARS,2020-01-16
945,なんと言っても中共は、SARSの被害を隠蔽していた経緯もあるから、本当はこのコロナウィルスももっと被害人数が多いかもしれないからね。 https://t.co/vgGTSl7RP4,2020-01-16
946,Outbreak of SARS-Like Virus Widens With First Case in Japan https://t.co/nue3aNQb53,2020-01-16
947,Πρώτα κρούσματα του νέου ιού τύπου Sars σε Ταϊλάνδη και Ιαπωνία https://t.co/HoyDviKBRS,2020-01-16
948,@TheWarMonitor Might be another sars incident if it keeps spreading like this. Especially in an area like Japan and… https://t.co/iKj7OkqGJf,2020-01-16
949,@miko06097887 日本にも中国で感染してた人間が国内にも既に居た😵💦SARS肺炎患者,2020-01-16
950,"めちゃくちゃ迷惑だな…
ほんとに中国に行った人、来人はもうどこであろうと日本に入れないくらいしないとだめでしょ。
感染した人も中国人らしいし。
中国以外に入れちゃだめ。
つーか中国もSARSとかも含めて発生源なんだからいい加減本腰入れて対応しなよと思う。
#グッディ",2020-01-16
951,"SARSの時
成田で検査している中帰国したことあるけど、
熱があるかないかのチェックだから
へ？こんな簡単な感じなの？って拍子抜けしたと同時に不安になった。

中国からの入国停止しなあかんやろ…((((；ﾟДﾟ))))ｶﾞｸｶﾞｸﾌﾞﾙﾌﾞﾙ",2020-01-16
952,@Giftyelo1 @Valhalla_X0 @DeMogul1 You dey LAUGH me abi wait make i send my SARS,2020-01-16
953,@sujie0102 SARSの二の舞だけはやめてくれ😣,2020-01-16
954,Κρούσμα του νέου ιού τύπου Sars και στην Ιαπωνία https://t.co/U8PHAxC0sv https://t.co/nGUB7sfadm,2020-01-16
955,USJ行くはずだったんだけどね…。SARSに感染だったか接触した医療従事者(医者だったかもしれない)が京都・大阪などの観光地歩き回ったのが判明して、USJと班別行動で京都の嵐山方面を行く予定の班は変更を余儀なくされたんだよな…。,2020-01-16
956,Australian experts monitor potential spread of SARS-like virus closely https://t.co/RrlKkgz1LB via @SBSNews,2020-01-16
957,"以前、SARS疑いの患者を検査する時に抗ウィルスマスクして完全防備で検査したことを思い出した！
AIDS患者の時はドキドキしたな！笑 https://t.co/0o0Va89ksw",2020-01-16
958,"@Chowsimba @UnexpectedPippa It was also outside the one place that forcefully takes our money, SARS. You'd think th… https://t.co/dpFkseF0Uq",2020-01-16
959,@zmNEgIX7HEyMgs5 中国は台湾の選挙結果を規制するのは精一杯してますがSARSだろうがMARSだろうがMARGだろうが垂れ流しです,2020-01-16
960,https://t.co/W1Ymbpl1W0 Outbreak of SARS-like virus widens with first case in Japan #epitwitter,2020-01-16
961,MERSやSARS、今回のコロナウィルスも細菌兵器なんだろうか。,2020-01-16
962,"@akitaoneone Sarsの時に中共はやってるっぽいですよ。
https://t.co/J7kyUpORJs",2020-01-16
963,"@TheCobraOne @Derek_Hanekom What have you just said? Underground organizations? 
So it is his trademark to dismantl… https://t.co/uoEjzTF8RR",2020-01-16
964,@Sankei_news 「インフルにタミフル」みたいなわかりやすい治療手段がない＋感染力高そうなのがホント不安。SARSやMARS、天然痘ほどの致死率でなさそうなのがせめてもの救いですが、とりあえず感染拡散しないことを祈るしか。,2020-01-16
965,"@AFPTokyo @AFP Holy shit... In a matter of second shj... Akan sampai  malaysia.

Aku screening SARs 45hari..
Hampir… https://t.co/FtpxQlByhj",2020-01-16
966,SARSと聞くと、こいつのせいで中学校の修学旅行が一部変更になった思い出があるため、にっくきウイルスである。,2020-01-16
967,Κρούσμα του νέου ιού τύπου Sars και στην Ιαπωνία https://t.co/Sk1egtcFeD https://t.co/blvXN4kBZ0,2020-01-16
968,"新型コロナ。
日本やばいんぢゃない。
患者さん亡くならないといいけど。
中国では、もう一人亡くなってるんでしょ？
SARS並にやばいと思う。",2020-01-16
969,"The outbreak has killed 1 person so far, with 41 patients reported. #FMTNews #China #SarsLike https://t.co/gOFp01N7DM",2020-01-16
970,"SARSも中国からだったよね
#グッディ",2020-01-16
